Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Race,Year
0 days 01:30:59.847000,LEC,16,0 days 00:01:38.031000,17.0,2.0,,,0 days 00:00:31.312000,0 days 00:00:42.722000,0 days 00:00:23.997000,0 days 01:29:53.118000,0 days 01:30:35.840000,0 days 01:30:59.837000,227.0,248.0,281.0,303.0,False,HARD,4.0,True,Ferrari,0 days 01:29:21.816000,2023-03-05 15:30:23.665,1,3.0,False,,False,True,Bahrain,2023
0 days 01:32:37.645000,LEC,16,0 days 00:01:37.798000,18.0,2.0,,,0 days 00:00:31.207000,0 days 00:00:42.696000,0 days 00:00:23.895000,0 days 01:31:31.044000,0 days 01:32:13.740000,0 days 01:32:37.635000,,244.0,281.0,300.0,True,HARD,5.0,True,Ferrari,0 days 01:30:59.847000,2023-03-05 15:32:01.696,1,2.0,False,,False,True,Bahrain,2023
0 days 01:34:15.503000,LEC,16,0 days 00:01:37.858000,19.0,2.0,,,0 days 00:00:31.149000,0 days 00:00:42.743000,0 days 00:00:23.966000,0 days 01:33:08.784000,0 days 01:33:51.527000,0 days 01:34:15.493000,228.0,248.0,281.0,303.0,False,HARD,6.0,True,Ferrari,0 days 01:32:37.645000,2023-03-05 15:33:39.494,1,2.0,False,,False,True,Bahrain,2023
0 days 01:35:53.134000,LEC,16,0 days 00:01:37.631000,20.0,2.0,,,0 days 00:00:31.166000,0 days 00:00:42.561000,0 days 00:00:23.904000,0 days 01:34:46.659000,0 days 01:35:29.220000,0 days 01:35:53.124000,,244.0,281.0,,True,HARD,7.0,True,Ferrari,0 days 01:34:15.503000,2023-03-05 15:35:17.352,1,2.0,False,,False,True,Bahrain,2023
0 days 01:37:30.887000,LEC,16,0 days 00:01:37.753000,21.0,2.0,,,0 days 00:00:31.114000,0 days 00:00:42.726000,0 days 00:00:23.913000,0 days 01:36:24.238000,0 days 01:37:06.964000,0 days 01:37:30.877000,,244.0,281.0,305.0,False,HARD,8.0,True,Ferrari,0 days 01:35:53.134000,2023-03-05 15:36:54.983,1,2.0,False,,False,True,Bahrain,2023
0 days 01:39:09.049000,LEC,16,0 days 00:01:38.162000,22.0,2.0,,,0 days 00:00:31.499000,0 days 00:00:42.618000,0 days 00:00:24.045000,0 days 01:38:02.376000,0 days 01:38:44.994000,0 days 01:39:09.039000,227.0,243.0,281.0,,False,HARD,9.0,True,Ferrari,0 days 01:37:30.887000,2023-03-05 15:38:32.736,1,2.0,False,,False,True,Bahrain,2023
0 days 01:40:47.103000,LEC,16,0 days 00:01:38.054000,23.0,2.0,,,0 days 00:00:31.209000,0 days 00:00:42.950000,0 days 00:00:23.895000,0 days 01:39:40.248000,0 days 01:40:23.198000,0 days 01:40:47.093000,228.0,243.0,283.0,306.0,False,HARD,10.0,True,Ferrari,0 days 01:39:09.049000,2023-03-05 15:40:10.898,1,2.0,False,,False,True,Bahrain,2023
0 days 01:42:25.075000,LEC,16,0 days 00:01:37.972000,24.0,2.0,,,0 days 00:00:31.197000,0 days 00:00:42.742000,0 days 00:00:24.033000,0 days 01:41:18.290000,0 days 01:42:01.032000,0 days 01:42:25.065000,229.0,249.0,281.0,304.0,False,HARD,11.0,True,Ferrari,0 days 01:40:47.103000,2023-03-05 15:41:48.952,1,2.0,False,,False,True,Bahrain,2023
0 days 01:44:03.616000,LEC,16,0 days 00:01:38.541000,25.0,2.0,,,0 days 00:00:31.344000,0 days 00:00:43.046000,0 days 00:00:24.151000,0 days 01:42:56.409000,0 days 01:43:39.455000,0 days 01:44:03.606000,228.0,243.0,282.0,306.0,False,HARD,12.0,True,Ferrari,0 days 01:42:25.075000,2023-03-05 15:43:26.924,1,2.0,False,,False,True,Bahrain,2023
0 days 01:45:43.284000,LEC,16,0 days 00:01:39.668000,26.0,2.0,,,0 days 00:00:32.247000,0 days 00:00:43.143000,0 days 00:00:24.278000,0 days 01:44:35.853000,0 days 01:45:18.996000,0 days 01:45:43.274000,,245.0,283.0,301.0,False,HARD,13.0,True,Ferrari,0 days 01:44:03.616000,2023-03-05 15:45:05.465,1,3.0,False,,False,True,Bahrain,2023
0 days 01:47:22.098000,LEC,16,0 days 00:01:38.814000,27.0,2.0,,,0 days 00:00:31.412000,0 days 00:00:43.168000,0 days 00:00:24.234000,0 days 01:46:14.686000,0 days 01:46:57.854000,0 days 01:47:22.088000,227.0,243.0,282.0,303.0,False,HARD,14.0,True,Ferrari,0 days 01:45:43.284000,2023-03-05 15:46:45.133,1,3.0,False,,False,True,Bahrain,2023
0 days 01:49:00.716000,LEC,16,0 days 00:01:38.618000,28.0,2.0,,,0 days 00:00:31.382000,0 days 00:00:43.081000,0 days 00:00:24.155000,0 days 01:47:53.470000,0 days 01:48:36.551000,0 days 01:49:00.706000,228.0,244.0,282.0,305.0,False,HARD,15.0,True,Ferrari,0 days 01:47:22.098000,2023-03-05 15:48:23.947,1,3.0,False,,False,True,Bahrain,2023
0 days 01:50:39.163000,LEC,16,0 days 00:01:38.447000,29.0,2.0,,,0 days 00:00:31.394000,0 days 00:00:42.964000,0 days 00:00:24.089000,0 days 01:49:32.100000,0 days 01:50:15.064000,0 days 01:50:39.153000,229.0,244.0,282.0,308.0,False,HARD,16.0,True,Ferrari,0 days 01:49:00.716000,2023-03-05 15:50:02.565,1,3.0,False,,False,True,Bahrain,2023
0 days 01:52:17.553000,LEC,16,0 days 00:01:38.390000,30.0,2.0,,,0 days 00:00:31.339000,0 days 00:00:42.887000,0 days 00:00:24.164000,0 days 01:51:10.492000,0 days 01:51:53.379000,0 days 01:52:17.543000,228.0,244.0,282.0,305.0,False,HARD,17.0,True,Ferrari,0 days 01:50:39.163000,2023-03-05 15:51:41.012,1,3.0,False,,False,True,Bahrain,2023
0 days 01:53:56.299000,LEC,16,0 days 00:01:38.746000,31.0,2.0,,,0 days 00:00:31.444000,0 days 00:00:43.121000,0 days 00:00:24.181000,0 days 01:52:48.987000,0 days 01:53:32.108000,0 days 01:53:56.289000,,243.0,282.0,,False,HARD,18.0,True,Ferrari,0 days 01:52:17.553000,2023-03-05 15:53:19.402,1,3.0,False,,False,True,Bahrain,2023
0 days 01:55:35.247000,LEC,16,0 days 00:01:38.948000,32.0,2.0,,,0 days 00:00:31.506000,0 days 00:00:43.272000,0 days 00:00:24.170000,0 days 01:54:27.795000,0 days 01:55:11.067000,0 days 01:55:35.237000,227.0,243.0,281.0,,False,HARD,19.0,True,Ferrari,0 days 01:53:56.299000,2023-03-05 15:54:58.148,1,3.0,False,,False,True,Bahrain,2023
0 days 01:57:16.570000,LEC,16,0 days 00:01:41.323000,33.0,2.0,,0 days 01:57:14.968000,0 days 00:00:31.464000,0 days 00:00:43.248000,0 days 00:00:26.611000,0 days 01:56:06.701000,0 days 01:56:49.949000,0 days 01:57:16.560000,229.0,243.0,,306.0,False,HARD,20.0,True,Ferrari,0 days 01:55:35.247000,2023-03-05 15:56:37.096,1,3.0,False,,False,False,Bahrain,2023
0 days 01:59:16.047000,LEC,16,0 days 00:01:59.477000,34.0,3.0,0 days 01:57:39.468000,,0 days 00:00:52.321000,0 days 00:00:43.143000,0 days 00:00:24.013000,0 days 01:58:08.881000,0 days 01:58:52.024000,0 days 01:59:16.037000,228.0,234.0,281.0,222.0,False,HARD,1.0,True,Ferrari,0 days 01:57:16.570000,2023-03-05 15:58:18.419,1,4.0,False,,False,False,Bahrain,2023
0 days 02:00:54.120000,LEC,16,0 days 00:01:38.073000,35.0,3.0,,,0 days 00:00:31.528000,0 days 00:00:42.729000,0 days 00:00:23.816000,0 days 01:59:47.565000,0 days 02:00:30.294000,0 days 02:00:54.110000,226.0,244.0,281.0,298.0,False,HARD,2.0,True,Ferrari,0 days 01:59:16.047000,2023-03-05 16:00:17.896,1,3.0,False,,False,True,Bahrain,2023
0 days 02:02:31.433000,LEC,16,0 days 00:01:37.313000,36.0,3.0,,,0 days 00:00:31.070000,0 days 00:00:42.615000,0 days 00:00:23.628000,0 days 02:01:25.180000,0 days 02:02:07.795000,0 days 02:02:31.423000,229.0,249.0,282.0,303.0,True,HARD,3.0,True,Ferrari,0 days 02:00:54.120000,2023-03-05 16:01:55.969,1,3.0,False,,False,True,Bahrain,2023
0 days 02:04:08.603000,LEC,16,0 days 00:01:37.170000,37.0,3.0,,,0 days 00:00:31.070000,0 days 00:00:42.385000,0 days 00:00:23.715000,,0 days 02:03:44.878000,0 days 02:04:08.593000,,251.0,282.0,305.0,True,HARD,4.0,True,Ferrari,0 days 02:02:31.433000,2023-03-05 16:03:33.282,1,3.0,False,,False,True,Bahrain,2023
0 days 02:05:45.773000,LEC,16,0 days 00:01:37.170000,38.0,3.0,,,0 days 00:00:31.091000,0 days 00:00:42.444000,0 days 00:00:23.635000,0 days 02:04:39.684000,0 days 02:05:22.128000,0 days 02:05:45.763000,230.0,244.0,282.0,300.0,False,HARD,5.0,True,Ferrari,0 days 02:04:08.603000,2023-03-05 16:05:10.452,1,3.0,False,,False,True,Bahrain,2023
0 days 02:07:23.060000,LEC,16,0 days 00:01:37.287000,39.0,3.0,,,0 days 00:00:31.103000,0 days 00:00:42.564000,0 days 00:00:23.620000,0 days 02:06:16.866000,0 days 02:06:59.430000,0 days 02:07:23.050000,229.0,248.0,282.0,304.0,False,HARD,6.0,True,Ferrari,0 days 02:05:45.773000,2023-03-05 16:06:47.622,1,3.0,False,,False,True,Bahrain,2023
0 days 02:08:58.974000,LEC,16,,40.0,3.0,,,,,,,,,,,,,,HARD,7.0,True,Ferrari,0 days 02:07:23.060000,,1,,False,,True,False,Bahrain,2023
0 days 01:04:21.612000,STR,18,,1.0,1.0,,,,0 days 00:00:44.143000,0 days 00:00:24.609000,,0 days 01:03:57.041000,0 days 01:04:21.666000,223.0,250.0,281.0,261.0,False,SOFT,4.0,False,Aston Martin,0 days 01:02:36.652000,2023-03-05 15:03:38.501,12,9.0,False,,False,False,Bahrain,2023
0 days 01:06:01.504000,STR,18,0 days 00:01:39.892000,2.0,1.0,,,0 days 00:00:31.685000,0 days 00:00:43.580000,0 days 00:00:24.627000,0 days 01:04:53.295000,0 days 01:05:36.875000,0 days 01:06:01.502000,232.0,243.0,282.0,305.0,True,SOFT,5.0,False,Aston Martin,0 days 01:04:21.612000,2023-03-05 15:05:23.461,21,9.0,False,,False,True,Bahrain,2023
0 days 01:07:41.129000,STR,18,0 days 00:01:39.625000,3.0,1.0,,,0 days 00:00:31.501000,0 days 00:00:43.471000,0 days 00:00:24.653000,0 days 01:06:33.003000,0 days 01:07:16.474000,0 days 01:07:41.127000,231.0,235.0,284.0,306.0,True,SOFT,6.0,False,Aston Martin,0 days 01:06:01.504000,2023-03-05 15:07:03.353,1,9.0,False,,False,True,Bahrain,2023
0 days 01:09:20.874000,STR,18,0 days 00:01:39.745000,4.0,1.0,,,0 days 00:00:31.274000,0 days 00:00:43.798000,0 days 00:00:24.673000,0 days 01:08:12.401000,0 days 01:08:56.199000,0 days 01:09:20.872000,226.0,242.0,284.0,320.0,False,SOFT,7.0,False,Aston Martin,0 days 01:07:41.129000,2023-03-05 15:08:42.978,1,9.0,False,,False,True,Bahrain,2023
0 days 01:11:00.018000,STR,18,0 days 00:01:39.144000,5.0,1.0,,,0 days 00:00:31.135000,0 days 00:00:43.479000,0 days 00:00:24.530000,0 days 01:09:52.007000,0 days 01:10:35.486000,0 days 01:11:00.016000,227.0,248.0,279.0,323.0,True,SOFT,8.0,False,Aston Martin,0 days 01:09:20.874000,2023-03-05 15:10:22.723,1,8.0,False,,False,True,Bahrain,2023
0 days 01:12:39.732000,STR,18,0 days 00:01:39.714000,6.0,1.0,,,0 days 00:00:31.536000,0 days 00:00:43.590000,0 days 00:00:24.588000,0 days 01:11:31.552000,0 days 01:12:15.142000,0 days 01:12:39.730000,229.0,230.0,279.0,298.0,False,SOFT,9.0,False,Aston Martin,0 days 01:11:00.018000,2023-03-05 15:12:01.867,1,8.0,False,,False,True,Bahrain,2023
0 days 01:14:19.677000,STR,18,0 days 00:01:39.945000,7.0,1.0,,,0 days 00:00:31.558000,0 days 00:00:43.832000,0 days 00:00:24.555000,0 days 01:13:11.288000,0 days 01:13:55.120000,0 days 01:14:19.675000,230.0,236.0,279.0,295.0,False,SOFT,10.0,False,Aston Martin,0 days 01:12:39.732000,2023-03-05 15:13:41.581,1,8.0,False,,False,True,Bahrain,2023
0 days 01:15:59.478000,STR,18,0 days 00:01:39.801000,8.0,1.0,,,0 days 00:00:31.619000,0 days 00:00:43.524000,0 days 00:00:24.658000,0 days 01:14:51.294000,0 days 01:15:34.818000,0 days 01:15:59.476000,228.0,249.0,278.0,304.0,False,SOFT,11.0,False,Aston Martin,0 days 01:14:19.677000,2023-03-05 15:15:21.526,1,8.0,False,,False,True,Bahrain,2023
0 days 01:17:39.584000,STR,18,0 days 00:01:40.106000,9.0,1.0,,,0 days 00:00:31.709000,0 days 00:00:43.736000,0 days 00:00:24.661000,0 days 01:16:31.185000,0 days 01:17:14.921000,0 days 01:17:39.582000,229.0,248.0,279.0,294.0,False,SOFT,12.0,False,Aston Martin,0 days 01:15:59.478000,2023-03-05 15:17:01.327,1,8.0,False,,False,True,Bahrain,2023
0 days 01:19:19.776000,STR,18,0 days 00:01:40.192000,10.0,1.0,,,0 days 00:00:31.714000,0 days 00:00:43.754000,0 days 00:00:24.724000,0 days 01:18:11.296000,0 days 01:18:55.050000,0 days 01:19:19.774000,228.0,246.0,279.0,306.0,False,SOFT,13.0,False,Aston Martin,0 days 01:17:39.584000,2023-03-05 15:18:41.433,1,8.0,False,,False,True,Bahrain,2023
0 days 01:21:00.699000,STR,18,0 days 00:01:40.923000,11.0,1.0,,,0 days 00:00:31.837000,0 days 00:00:44.225000,0 days 00:00:24.861000,0 days 01:19:51.611000,0 days 01:20:35.836000,0 days 01:21:00.697000,227.0,238.0,279.0,,False,SOFT,14.0,False,Aston Martin,0 days 01:19:19.776000,2023-03-05 15:20:21.625,1,8.0,False,,False,True,Bahrain,2023
0 days 01:22:41.738000,STR,18,0 days 00:01:41.039000,12.0,1.0,,,0 days 00:00:31.929000,0 days 00:00:44.125000,0 days 00:00:24.985000,0 days 01:21:32.626000,0 days 01:22:16.751000,0 days 01:22:41.736000,,245.0,280.0,305.0,False,SOFT,15.0,False,Aston Martin,0 days 01:21:00.699000,2023-03-05 15:22:02.548,1,8.0,False,,False,True,Bahrain,2023
0 days 01:24:22.858000,STR,18,0 days 00:01:41.120000,13.0,1.0,,,0 days 00:00:31.882000,0 days 00:00:44.192000,0 days 00:00:25.046000,0 days 01:23:13.618000,0 days 01:23:57.810000,0 days 01:24:22.856000,228.0,247.0,284.0,304.0,False,SOFT,16.0,False,Aston Martin,0 days 01:22:41.738000,2023-03-05 15:23:43.587,1,6.0,False,,False,True,Bahrain,2023
0 days 01:26:02.860000,STR,18,0 days 00:01:40.002000,14.0,1.0,,,0 days 00:00:31.565000,0 days 00:00:43.743000,0 days 00:00:24.694000,0 days 01:24:54.421000,0 days 01:25:38.164000,0 days 01:26:02.858000,,250.0,277.0,317.0,False,SOFT,17.0,False,Aston Martin,0 days 01:24:22.858000,2023-03-05 15:25:24.707,1,3.0,False,,False,True,Bahrain,2023
0 days 01:27:45.701000,STR,18,0 days 00:01:42.841000,15.0,1.0,,0 days 01:27:43.906000,0 days 00:00:31.857000,0 days 00:00:43.737000,0 days 00:00:27.247000,0 days 01:26:34.715000,0 days 01:27:18.452000,0 days 01:27:45.699000,229.0,253.0,,295.0,False,SOFT,18.0,False,Aston Martin,0 days 01:26:02.860000,2023-03-05 15:27:04.709,1,4.0,False,,False,False,Bahrain,2023
0 days 01:29:45.577000,STR,18,0 days 00:01:59.876000,16.0,2.0,0 days 01:28:09.343000,,0 days 00:00:53.276000,0 days 00:00:42.527000,0 days 00:00:24.073000,0 days 01:28:38.975000,0 days 01:29:21.502000,0 days 01:29:45.575000,228.0,238.0,279.0,216.0,False,HARD,1.0,True,Aston Martin,0 days 01:27:45.701000,2023-03-05 15:28:47.550,1,9.0,False,,False,False,Bahrain,2023
0 days 01:31:23.084000,STR,18,0 days 00:01:37.507000,17.0,2.0,,,0 days 00:00:31.247000,0 days 00:00:42.341000,0 days 00:00:23.919000,0 days 01:30:16.822000,0 days 01:30:59.163000,0 days 01:31:23.082000,229.0,245.0,280.0,301.0,True,HARD,2.0,True,Aston Martin,0 days 01:29:45.577000,2023-03-05 15:30:47.426,1,9.0,False,,False,True,Bahrain,2023
0 days 01:33:01.211000,STR,18,0 days 00:01:38.127000,18.0,2.0,,,0 days 00:00:31.400000,0 days 00:00:42.530000,0 days 00:00:24.197000,0 days 01:31:54.482000,0 days 01:32:37.012000,0 days 01:33:01.209000,230.0,244.0,279.0,303.0,False,HARD,3.0,True,Aston Martin,0 days 01:31:23.084000,2023-03-05 15:32:24.933,1,9.0,False,,False,True,Bahrain,2023
0 days 01:34:39.798000,STR,18,0 days 00:01:38.587000,19.0,2.0,,,0 days 00:00:31.275000,0 days 00:00:42.792000,0 days 00:00:24.520000,0 days 01:33:32.484000,0 days 01:34:15.276000,0 days 01:34:39.796000,231.0,249.0,288.0,304.0,False,HARD,4.0,True,Aston Martin,0 days 01:33:01.211000,2023-03-05 15:34:03.060,1,9.0,False,,False,True,Bahrain,2023
0 days 01:36:17.836000,STR,18,0 days 00:01:38.038000,20.0,2.0,,,0 days 00:00:31.031000,0 days 00:00:42.815000,0 days 00:00:24.192000,0 days 01:35:10.827000,0 days 01:35:53.642000,0 days 01:36:17.834000,227.0,240.0,279.0,324.0,False,HARD,5.0,True,Aston Martin,0 days 01:34:39.798000,2023-03-05 15:35:41.647,1,8.0,False,,False,True,Bahrain,2023
0 days 01:37:56.109000,STR,18,0 days 00:01:38.273000,21.0,2.0,,,0 days 00:00:31.172000,0 days 00:00:42.998000,0 days 00:00:24.103000,0 days 01:36:49.006000,0 days 01:37:32.004000,0 days 01:37:56.107000,230.0,233.0,280.0,304.0,False,HARD,6.0,True,Aston Martin,0 days 01:36:17.836000,2023-03-05 15:37:19.685,1,8.0,False,,False,True,Bahrain,2023
0 days 01:39:34.839000,STR,18,0 days 00:01:38.730000,22.0,2.0,,,0 days 00:00:31.338000,0 days 00:00:43.254000,0 days 00:00:24.138000,0 days 01:38:27.445000,0 days 01:39:10.699000,0 days 01:39:34.837000,228.0,230.0,280.0,,False,HARD,7.0,True,Aston Martin,0 days 01:37:56.109000,2023-03-05 15:38:57.958,1,8.0,False,,False,True,Bahrain,2023
0 days 01:41:13.134000,STR,18,0 days 00:01:38.295000,23.0,2.0,,,0 days 00:00:31.348000,0 days 00:00:42.818000,0 days 00:00:24.129000,0 days 01:40:06.185000,0 days 01:40:49.003000,0 days 01:41:13.132000,229.0,247.0,280.0,302.0,False,HARD,8.0,True,Aston Martin,0 days 01:39:34.839000,2023-03-05 15:40:36.688,1,8.0,False,,False,True,Bahrain,2023
0 days 01:42:51.612000,STR,18,0 days 00:01:38.478000,24.0,2.0,,,0 days 00:00:31.280000,0 days 00:00:42.995000,0 days 00:00:24.203000,0 days 01:41:44.412000,0 days 01:42:27.407000,0 days 01:42:51.610000,231.0,253.0,281.0,305.0,False,HARD,9.0,True,Aston Martin,0 days 01:41:13.134000,2023-03-05 15:42:14.983,1,8.0,False,,False,True,Bahrain,2023
0 days 01:44:29.862000,STR,18,0 days 00:01:38.250000,25.0,2.0,,,0 days 00:00:31.174000,0 days 00:00:42.928000,0 days 00:00:24.148000,0 days 01:43:22.784000,0 days 01:44:05.712000,0 days 01:44:29.860000,,256.0,281.0,302.0,False,HARD,10.0,True,Aston Martin,0 days 01:42:51.612000,2023-03-05 15:43:53.461,1,8.0,False,,False,True,Bahrain,2023
0 days 01:46:08.344000,STR,18,0 days 00:01:38.482000,26.0,2.0,,,0 days 00:00:31.203000,0 days 00:00:43.130000,0 days 00:00:24.149000,0 days 01:45:01.063000,0 days 01:45:44.193000,0 days 01:46:08.342000,230.0,253.0,281.0,,False,HARD,11.0,True,Aston Martin,0 days 01:44:29.862000,2023-03-05 15:45:31.711,1,8.0,False,,False,True,Bahrain,2023
0 days 01:47:47.365000,STR,18,0 days 00:01:39.021000,27.0,2.0,,,0 days 00:00:31.177000,0 days 00:00:43.506000,0 days 00:00:24.338000,0 days 01:46:39.519000,0 days 01:47:23.025000,0 days 01:47:47.363000,232.0,257.0,280.0,303.0,False,HARD,12.0,True,Aston Martin,0 days 01:46:08.344000,2023-03-05 15:47:10.193,1,8.0,False,,False,True,Bahrain,2023
0 days 01:49:26.088000,STR,18,0 days 00:01:38.723000,28.0,2.0,,,0 days 00:00:31.475000,0 days 00:00:43.020000,0 days 00:00:24.228000,0 days 01:48:18.838000,0 days 01:49:01.858000,0 days 01:49:26.086000,230.0,254.0,280.0,302.0,False,HARD,13.0,True,Aston Martin,0 days 01:47:47.365000,2023-03-05 15:48:49.214,1,8.0,False,,False,True,Bahrain,2023
0 days 01:51:04.798000,STR,18,0 days 00:01:38.710000,29.0,2.0,,,0 days 00:00:31.461000,0 days 00:00:42.966000,0 days 00:00:24.283000,0 days 01:49:57.547000,0 days 01:50:40.513000,0 days 01:51:04.796000,232.0,255.0,281.0,303.0,False,HARD,14.0,True,Aston Martin,0 days 01:49:26.088000,2023-03-05 15:50:27.937,1,8.0,False,,False,True,Bahrain,2023
0 days 01:52:46.265000,STR,18,0 days 00:01:41.467000,30.0,2.0,,0 days 01:52:44.504000,0 days 00:00:31.512000,0 days 00:00:43.025000,0 days 00:00:26.930000,0 days 01:51:36.308000,0 days 01:52:19.333000,0 days 01:52:46.263000,231.0,255.0,,301.0,False,HARD,15.0,True,Aston Martin,0 days 01:51:04.798000,2023-03-05 15:52:06.647,1,8.0,False,,False,False,Bahrain,2023
0 days 01:54:43.328000,STR,18,0 days 00:01:57.063000,31.0,3.0,0 days 01:53:09.128000,,0 days 00:00:51.935000,0 days 00:00:41.573000,0 days 00:00:23.555000,0 days 01:53:38.198000,0 days 01:54:19.771000,0 days 01:54:43.326000,229.0,256.0,283.0,218.0,False,HARD,1.0,True,Aston Martin,0 days 01:52:46.265000,2023-03-05 15:53:48.114,1,8.0,False,,False,False,Bahrain,2023
0 days 01:56:19.874000,STR,18,0 days 00:01:36.546000,32.0,3.0,,,0 days 00:00:30.853000,0 days 00:00:41.993000,0 days 00:00:23.700000,0 days 01:55:14.179000,0 days 01:55:56.172000,0 days 01:56:19.872000,230.0,244.0,280.0,303.0,True,HARD,2.0,True,Aston Martin,0 days 01:54:43.328000,2023-03-05 15:55:45.177,1,7.0,False,,False,True,Bahrain,2023
0 days 01:57:57.084000,STR,18,0 days 00:01:37.210000,33.0,3.0,,,0 days 00:00:31.057000,0 days 00:00:42.487000,0 days 00:00:23.666000,0 days 01:56:50.929000,0 days 01:57:33.416000,0 days 01:57:57.082000,233.0,231.0,281.0,301.0,False,HARD,3.0,True,Aston Martin,0 days 01:56:19.874000,2023-03-05 15:57:21.723,1,7.0,False,,False,True,Bahrain,2023
0 days 01:59:34.252000,STR,18,0 days 00:01:37.168000,34.0,3.0,,,0 days 00:00:30.988000,0 days 00:00:42.474000,0 days 00:00:23.706000,0 days 01:58:28.070000,0 days 01:59:10.544000,0 days 01:59:34.250000,,235.0,280.0,300.0,False,HARD,4.0,True,Aston Martin,0 days 01:57:57.084000,2023-03-05 15:58:58.933,1,7.0,False,,False,True,Bahrain,2023
0 days 02:01:11.773000,STR,18,0 days 00:01:37.521000,35.0,3.0,,,0 days 00:00:31.167000,0 days 00:00:42.568000,0 days 00:00:23.786000,0 days 02:00:05.417000,0 days 02:00:47.985000,0 days 02:01:11.771000,,232.0,280.0,297.0,False,HARD,5.0,True,Aston Martin,0 days 01:59:34.252000,2023-03-05 16:00:36.101,1,7.0,False,,False,True,Bahrain,2023
0 days 02:02:49.493000,STR,18,0 days 00:01:37.720000,36.0,3.0,,,0 days 00:00:31.025000,0 days 00:00:42.848000,0 days 00:00:23.847000,0 days 02:01:42.796000,0 days 02:02:25.644000,0 days 02:02:49.491000,234.0,220.0,280.0,301.0,False,HARD,6.0,True,Aston Martin,0 days 02:01:11.773000,2023-03-05 16:02:13.622,1,7.0,False,,False,True,Bahrain,2023
0 days 02:04:27.173000,STR,18,0 days 00:01:37.680000,37.0,3.0,,,0 days 00:00:31.117000,0 days 00:00:42.684000,0 days 00:00:23.879000,0 days 02:03:20.608000,0 days 02:04:03.292000,0 days 02:04:27.171000,232.0,228.0,280.0,291.0,False,HARD,7.0,True,Aston Martin,0 days 02:02:49.493000,2023-03-05 16:03:51.342,1,7.0,False,,False,True,Bahrain,2023
0 days 02:06:04.447000,STR,18,0 days 00:01:37.274000,38.0,3.0,,,0 days 00:00:31.062000,0 days 00:00:42.463000,0 days 00:00:23.749000,0 days 02:04:58.233000,0 days 02:05:40.696000,0 days 02:06:04.445000,,232.0,280.0,299.0,False,HARD,8.0,True,Aston Martin,0 days 02:04:27.173000,2023-03-05 16:05:29.022,1,7.0,False,,False,True,Bahrain,2023
0 days 02:07:41.903000,STR,18,0 days 00:01:37.456000,39.0,3.0,,,0 days 00:00:31.045000,0 days 00:00:42.644000,0 days 00:00:23.767000,0 days 02:06:35.490000,0 days 02:07:18.134000,0 days 02:07:41.901000,,227.0,280.0,301.0,False,HARD,9.0,True,Aston Martin,0 days 02:06:04.447000,2023-03-05 16:07:06.296,1,7.0,False,,False,True,Bahrain,2023
0 days 02:09:19.819000,STR,18,0 days 00:01:37.916000,40.0,3.0,,,0 days 00:00:31.010000,0 days 00:00:42.646000,0 days 00:00:24.260000,0 days 02:08:12.911000,0 days 02:08:55.557000,0 days 02:09:19.817000,,228.0,280.0,,False,HARD,10.0,True,Aston Martin,0 days 02:07:41.903000,2023-03-05 16:08:43.752,126,6.0,False,,False,False,Bahrain,2023
0 days 02:11:26.628000,STR,18,0 days 00:02:06.809000,41.0,3.0,,,0 days 00:00:43.661000,0 days 00:00:58.170000,0 days 00:00:24.978000,0 days 02:10:03.478000,0 days 02:11:01.648000,0 days 02:11:26.626000,110.0,208.0,280.0,222.0,False,HARD,11.0,True,Aston Martin,0 days 02:09:19.819000,2023-03-05 16:10:21.668,671,6.0,False,,False,False,Bahrain,2023
0 days 02:13:03.926000,STR,18,0 days 00:01:37.298000,42.0,3.0,,,0 days 00:00:31.035000,0 days 00:00:42.477000,0 days 00:00:23.786000,0 days 02:11:57.661000,0 days 02:12:40.138000,0 days 02:13:03.924000,233.0,241.0,281.0,303.0,False,HARD,12.0,True,Aston Martin,0 days 02:11:26.628000,2023-03-05 16:12:28.477,1,6.0,False,,False,True,Bahrain,2023
0 days 02:14:41.230000,STR,18,0 days 00:01:37.304000,43.0,3.0,,,0 days 00:00:31.123000,0 days 00:00:42.318000,0 days 00:00:23.863000,0 days 02:13:35.047000,0 days 02:14:17.365000,0 days 02:14:41.228000,,252.0,280.0,,False,HARD,13.0,True,Aston Martin,0 days 02:13:03.926000,2023-03-05 16:14:05.775,1,6.0,False,,False,True,Bahrain,2023
0 days 02:16:18.529000,STR,18,0 days 00:01:37.299000,44.0,3.0,,,0 days 00:00:31.066000,0 days 00:00:42.331000,0 days 00:00:23.902000,0 days 02:15:12.294000,0 days 02:15:54.625000,0 days 02:16:18.527000,,250.0,280.0,299.0,False,HARD,14.0,True,Aston Martin,0 days 02:14:41.230000,2023-03-05 16:15:43.079,1,6.0,False,,False,True,Bahrain,2023
